,year_film,year_ceremony,ceremony,category,name,film,winner
5526,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,False
5527,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,True
5528,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,Looking for Mr. Goodbar,False
5633,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Heaven Can Wait,False
5634,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,Coming Home,False
5635,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,True
5636,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,False
5637,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,False
5739,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False
5740,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,False
5741,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,False
5742,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,False
5743,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,True
5850,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,False
5851,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,False
5852,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,False
5853,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,False
5854,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,True
5948,1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Absence of Malice,False
5949,1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,False
5950,1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Joan Hackett,Only When I Laugh,False
5951,1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,Ragtime,False
5952,1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Reds,True
6052,1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The World According to Garp,False
6053,1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Teri Garr,Tootsie,False
6054,1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Jessica Lange,Tootsie,True
6055,1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,Frances,False
6056,1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Lesley Ann Warren,Victor/Victoria,False
6163,1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Cher,Silkwood,False
6164,1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Big Chill,False
6165,1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Linda Hunt,The Year of Living Dangerously,True
6166,1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Amy Irving,Yentl,False
6167,1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Alfre Woodard,Cross Creek,False
6267,1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Peggy Ashcroft,A Passage to India,True
6268,1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Natural,False
6269,1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Lindsay Crouse,Places in the Heart,False
6270,1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Christine Lahti,Swing Shift,False
6271,1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,The Pope of Greenwich Village,False
6376,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Margaret Avery,The Color Purple,False
6377,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,Prizzi's Honor,True
6378,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Amy Madigan,Twice in a Lifetime,False
6379,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Meg Tilly,Agnes of God,False
6380,1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Oprah Winfrey,The Color Purple,False
6484,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Tess Harper,Crimes of the Heart,False
6485,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Children of a Lesser God,False
6486,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Mary Elizabeth Mastrantonio,The Color of Money,False
6487,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,A Room with a View,False
6488,1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Hannah and Her Sisters,True
6591,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Norma Aleandro,Gaby - A True Story,False
6592,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Anne Archer,Fatal Attraction,False
6593,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,Moonstruck,True
6594,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Anne Ramsey,Throw Momma from the Train,False
6595,1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Ann Sothern,The Whales of August,False
6693,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,Working Girl,False
6694,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Geena Davis,The Accidental Tourist,True
6695,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Mississippi Burning,False
6696,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,Dangerous Liaisons,False
6697,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,Working Girl,False
6799,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,My Left Foot,True
6800,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story",False
6801,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Enemies, A Love Story",False
6802,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,False
6803,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Parenthood,False
6904,1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Annette Bening,The Grifters,False
6905,1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Lorraine Bracco,Good Fellas,False
6906,1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,True
6907,1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Wild at Heart,False
6908,1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Mary McDonnell,Dances With Wolves,False
7012,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Rambling Rose,False
7013,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Juliette Lewis,Cape Fear,False
7014,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Kate Nelligan,The Prince of Tides,False
7015,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Mercedes Ruehl,The Fisher King,True
7016,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Jessica Tandy,Fried Green Tomatoes,False
7119,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Judy Davis,Husbands and Wives,False
7120,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Joan Plowright,Enchanted April,False
7121,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Howards End,False
7122,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Miranda Richardson,Damage,False
7123,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,My Cousin Vinny,True
7231,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,The Firm,False
7232,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,The Piano,True
7233,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Rosie Perez,Fearless,False
7234,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Winona Ryder,The Age of Innocence,False
7235,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Emma Thompson,In the Name of the Father,False
7340,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Rosemary Harris,Tom & Viv,False
7341,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,The Madness of King George,False
7342,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Uma Thurman,Pulp Fiction,False
7343,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Jennifer Tilly,Bullets over Broadway,False
7344,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Bullets over Broadway,True
7452,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Joan Allen,Nixon,False
7453,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Kathleen Quinlan,Apollo 13,False
7454,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Mira Sorvino,Mighty Aphrodite,True
7455,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Mare Winningham,Georgia,False
7456,1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Sense and Sensibility,False
7568,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Joan Allen,The Crucible,False
7569,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Lauren Bacall,The Mirror Has Two Faces,False
7570,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Juliette Binoche,The English Patient,True
7571,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Barbara Hershey,The Portrait of a Lady,False
7572,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Marianne Jean-Baptiste,Secrets & Lies,False
7683,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,L.A. Confidential,True
7684,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,In & Out,False
7685,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Minnie Driver,Good Will Hunting,False
7686,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,Boogie Nights,False
7687,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Gloria Stuart,Titanic,False
7798,1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Primary Colors,False
7799,1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Brenda Blethyn,Little Voice,False
7800,1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Shakespeare in Love,True
7801,1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Rachel Griffiths,Hilary and Jackie,False
7802,1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Lynn Redgrave,Gods and Monsters,False
7912,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,False
7913,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",True
7914,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,False
7915,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Samantha Morton,Sweet and Lowdown,False
7916,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,False
8022,2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Chocolat,False
8023,2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Pollock,True
8024,2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Kate Hudson,Almost Famous,False
8025,2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Almost Famous,False
8026,2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,False
8131,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,A Beautiful Mind,True
8132,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,Gosford Park,False
8133,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,False
8134,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,In the Bedroom,False
8135,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Iris,False
8243,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,False
8244,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,False
8245,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,False
8246,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,False
8247,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,True
8356,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,False
8357,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,False
8358,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,False
8359,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,False
8360,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,True
8467,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,True
8468,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Laura Linney,Kinsey,False
8469,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Virginia Madsen,Sideways,False
8470,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,False
8471,2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Natalie Portman,Closer,False
8581,2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Junebug,False
8582,2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Capote,False
8583,2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,North Country,False
8584,2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Constant Gardener,True
8585,2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Brokeback Mountain,False
8691,2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Adriana Barraza,Babel,False
8692,2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,Notes on a Scandal,False
8693,2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Abigail Breslin,Little Miss Sunshine,False
8694,2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Jennifer Hudson,Dreamgirls,True
8695,2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Rinko Kikuchi,Babel,False
8806,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,I'm Not There,False
8807,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,False
8808,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,False
8809,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,False
8810,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,True
8920,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Doubt,False
8921,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,True
8922,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Doubt,False
8923,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Taraji P. Henson,The Curious Case of Benjamin Button,False
8924,2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,False
9032,2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Nine,False
9033,2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Vera Farmiga,Up in the Air,False
9034,2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Maggie Gyllenhaal,Crazy Heart,False
9035,2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Anna Kendrick,Up in the Air,False
9036,2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,True
9157,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Fighter,False
9158,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Helena Bonham Carter,The King's Speech,False
9159,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,True
9160,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Hailee Steinfeld,True Grit,False
9161,2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Animal Kingdom,False
9281,2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Bérénice Bejo,The Artist,False
9282,2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Jessica Chastain,The Help,False
9283,2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Melissa McCarthy,Bridesmaids,False
9284,2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Janet McTeer,Albert Nobbs,False
9285,2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Help,True
9403,2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Master,False
9404,2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Sally Field,Lincoln,False
9405,2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Anne Hathaway,Les Misérables,True
9406,2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Helen Hunt,The Sessions,False
9407,2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Silver Linings Playbook,False
9529,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Sally Hawkins,Blue Jasmine,False
9530,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Jennifer Lawrence,American Hustle,False
9531,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,12 Years a Slave,True
9532,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,August: Osage County,False
9533,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,June Squibb,Nebraska,False
9655,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,True
9656,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Wild,False
9657,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Keira Knightley,The Imitation Game,False
9658,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),False
9659,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Into the Woods,False
9780,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Jennifer Jason Leigh,The Hateful Eight,False
9781,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rooney Mara,Carol,False
9782,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,Spotlight,False
9783,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,True
9784,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Steve Jobs,False
9904,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Fences,True
9905,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Naomie Harris,Moonlight,False
9906,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Nicole Kidman,Lion,False
9907,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,Hidden Figures,False
9908,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Manchester by the Sea,False
10030,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,Mudbound,False
10031,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Allison Janney,"I, Tonya",True
10032,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Lesley Manville,Phantom Thread,False
10033,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Laurie Metcalf,Lady Bird,False
10034,2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Shape of Water,False
10157,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Vice,False
10158,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,Roma,False
10159,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Regina King,If Beale Street Could Talk,True
10160,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Emma Stone,The Favourite,False
10161,2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Favourite,False
10282,2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Richard Jewell,False
10283,2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,True
10284,2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Scarlett Johansson,Jojo Rabbit,False
10285,2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Florence Pugh,Little Women,False
10286,2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Margot Robbie,Bombshell,False
